FirstName,LastName,Date_of_birth,Death_Date,Country_of_birth
Chris,Innis,1900-01-01,,"San Diego, California"
Chris,Landreth,1900-01-01,,Hartford
Chris,Lebenzon,1900-01-01,,"Redwood City, California"
Chris,Lemmon,1900-01-01,,Unknown
Chris,Lowell,1900-01-01,,Atlanta
Chris,Marker,1900-01-01,,Neuilly-sur-Seine
Chris,McCaleb,1900-01-01,,"Evanston, Illinois"
Chris,McKay,1900-01-01,,"Winter Park, Florida"
Chris,McKenna,1900-01-01,,Santa Monica
Chris,Meledandri,1900-01-01,,Unknown
Chris,Menges,1900-01-01,,"Kington, Herefordshire"
Chris,Messina,1900-01-01,,Northport
Chris,Miller,1900-01-01,,[1]
Chris,Moll,1900-01-01,,Unknown
Chris,Moore,1900-01-01,,"Easton, Maryland"
Chris,Noonan,1900-01-01,,Sydney
Chris,O'Donnell,1900-01-01,,"Winnetka, Illinois"
Chris,O'Dowd,1900-01-01,,"Boyle, County Roscommon"
Chris,Overton,1900-01-01,,Unknown
Chris,Penn,1900-01-01,,Los Angeles
Chris,Pine,1900-01-01,,Los Angeles
Chris,Pratt,1900-01-01,,[1]
Chris,Renaud,1900-01-01,,[1]
Chris,Rock,1900-01-01,,"Andrews, South Carolina"
Chris,Sanders,1900-01-01,,"Colorado Springs, Colorado"
Chris,Sarandon,1900-01-01,,[1]
Chris,Szczerbowski,1900-01-01,,Unknown
Chris,Tashima,1900-01-01,,"Cambridge, Massachusetts"
Chris,Tucker,1900-01-01,,"Atlanta, Georgia"
Chris,Wedge,1900-01-01,,"Binghamton, New York"
Chris,Weitz,1900-01-01,,Unknown
Chris,Williams,1900-01-01,,Missouri
Chris,Wilson,1900-01-01,,"Waltham, Massachusetts"
Chrissy,Metz,1900-01-01,,Homestead
Christa,Théret,1900-01-01,,Paris
Christelle,Cornil,1900-01-01,,Brussels
Christian,Bale,1900-01-01,,Haverfordwest
Christian,Barbier,1900-01-01,,Unknown
Christian,Bérard,1900-01-01,,Paris
Christian,Berger,1900-01-01,,Innsbruck
Christian,Berkel,1900-01-01,,West Berlin
Christian,Carion,1900-01-01,,Cambrai
Christian,Christiansen,1900-01-01,,Kalundborg
Christian,Clemenson,1900-01-01,,"Humboldt, Iowa"
Christian,Colson,1900-01-01,,Unknown
Christian,Fechner,1900-01-01,,Agen
Christian,Frei,1900-01-01,,Unknown
Christian,Friedel,1900-01-01,,Magdeburg
Christian,Jacob,1900-01-01,,Metz
Christian,Marquand,1900-01-01,,Marseille
Christian,Matras,1900-01-01,,Unknown
Christian,McLaughlin,1900-01-01,,Unknown
Christian,Nyby,1900-01-01,,Los Angeles
Christian,Slater,1900-01-01,,Unknown
Christian,Wagner,1900-01-01,,U.S.
Christiane,Amanpour,1900-01-01,,London
Christiane,Breustedt,1900-01-01,,Unknown
Christiane,Hörbiger,1900-01-01,,Austria
Christiane,Millet,1900-01-01,,Unknown
Christiane,Rochefort,1900-01-01,,Unknown
Christina,Hendricks,1900-01-01,,"Knoxville, Tennessee"
Christina,Oh,1900-01-01,,Unknown
Christina,Ricci,1900-01-01,,[1]
Christine,Baranski,1900-01-01,,"Buffalo, New York"
Christine,Cavanaugh,1900-01-01,,Layton
Christine,Choy,1900-01-01,,Shanghai
Christine,Dunford,1900-01-01,,"The Bronx, New York"
Christine,Ebersole,1900-01-01,,Chicago
Christine,Edzard,1900-01-01,,Unknown
Christine,Goff,1900-01-01,,Unknown
Christine,Gouze-Rénal,1900-01-01,,Unknown
Christine,Kaufmann,1900-01-01,,Lengdorf
Christine,Lahti,1900-01-01,,"Birmingham, Michigan"
Christine,Langan,1900-01-01,,"Edmonton, London"
Christine,Oestreicher,1900-01-01,,Unknown
Christine,Pascal,1900-01-01,,Lyon
Christine,Vachon,1900-01-01,,New York City
Christo,Grozev,1900-01-01,,Plovdiv
Christoph,Lauenstein,1900-01-01,,Hildesheim
Christoph,Müller,1900-01-01,,Unknown
Christoph,Waltz,1900-01-01,,Vienna
Christophe,Barratier,1900-01-01,,Paris
Christophe,Beaucarne,1900-01-01,,Brussels
Christophe,Beck,1900-01-01,,"Montreal, Quebec"
Christophe,Malavoy,1900-01-01,,Unknown
Christopher,Abbott,1900-01-01,,[1]
Christopher,Aoun,1900-01-01,,"Beirut, Lebanon"
Christopher,Atkins,1900-01-01,,"Rye, New York"
Christopher,Barnes,1900-01-01,,"Portland, Maine"
Christopher,Bear,1900-01-01,,Unknown
Christopher,Blauvelt,1900-01-01,,Unknown
Christopher,Branch,1900-01-01,,Unknown
Christopher,Challis,1900-01-01,,Unknown
Christopher,Chapman,1900-01-01,,Toronto
Christopher,Connelly,1900-01-01,,"Wichita, Kansas"
Christopher,Donaldson,1900-01-01,,Unknown
Christopher,Doyle,1900-01-01,,Sydney
Christopher,Eccleston,1900-01-01,,Salford
Christopher,Eigeman,1900-01-01,,Denver
Christopher,Franke,1900-01-01,,Unknown
Christopher,Fry,1900-01-01,,Bristol
Christopher,Gable,1900-01-01,,Unknown
Christopher,Gordon,1900-01-01,,Unknown
Christopher,Gore,1900-01-01,,Unknown
Christopher,Greenbury,1900-01-01,,Unknown
Christopher,Guest,1900-01-01,,New York City
Christopher,Gunning,1900-01-01,,Cheltenham
Christopher,Hampton,1900-01-01,,Horta
Christopher,Hinton,1900-01-01,,"Galt, Ontario"
Christopher,Jones,1900-01-01,,"Jackson, Tennessee"
Christopher,Kent,1900-01-01,,Lund
Christopher,Lambert,1900-01-01,,"Manhasset, New York"
Christopher,Lee,1900-01-01,,Belgravia
Christopher,Lloyd,1900-01-01,,"Stamford, Connecticut"
Christopher,McQuarrie,1900-01-01,,[1]
Christopher,Miles,1900-01-01,,London
Christopher,Miller,1900-01-01,,[1]
Christopher,Mintz-Plasse,1900-01-01,,Woodland Hills
Christopher,Moll,1900-01-01,,Unknown
Christopher,Nolan,1900-01-01,,Unknown
Christopher,Palmer,1900-01-01,,Unknown
Christopher,Plummer,1900-01-01,,Toronto
Christopher,Reeve,1900-01-01,,New York City
Christopher,Rouse,1900-01-01,,Unknown
Christopher,Sheppard,1900-01-01,,Unknown
Christopher,Tellefsen,1900-01-01,,Unknown
Christopher,Walken,1900-01-01,,New York City
Christopher,Wilkinson,1900-01-01,,Unknown
Christopher,Young,1900-01-01,,"Red Bank, New Jersey"
Christos,Konstantakopoulos,1900-01-01,,Unknown
Christos,Passalis,1900-01-01,,Unknown
Christos,Stergioglou,1900-01-01,,Didymoteicho
Christy,Cabanne,1900-01-01,,"St. Louis, Missouri"
Chuck,Connors,1900-01-01,,Unknown
Chuck,Jones,1900-01-01,,"Spokane, Washington"
Chuck,Levey,1900-01-01,,Unknown
Chuck,McCann,1900-01-01,,Brooklyn
Chuck,Menville,1900-01-01,,"Baton Rouge, Louisiana"
Chuck,Russell,1900-01-01,,Park Ridge
Chuck,Wild,1900-01-01,,Kansas City
Chuck,Workman,1900-01-01,,Unknown
Chukwudi,Iwuji,1900-01-01,,Nigeria
Chuluuny,Khulan,1900-01-01,,Kharkhorin
Chunchuna,Villafañe,1900-01-01,,Buenos Aires
Chus,Lampreave,1900-01-01,,Madrid
Ciarán,Hinds,1900-01-01,,Belfast
Cicely,Courtneidge,1900-01-01,,Sydney
Cicely,Tyson,1900-01-01,,[1]
Cilia,Dijk,1900-01-01,,Uden
Cillian,Murphy,1900-01-01,,Cork
Cinco,Daurio,1900-01-01,,[1]
Cindy,Gibb,1900-01-01,,"Bennington, Vermont"
Cindy,Morgan,1900-01-01,,Chicago
Cindy,O'Callaghan,1900-01-01,,Unknown
Cindy,Williams,1900-01-01,,Los Angeles
Ciro,Guerra,1900-01-01,,Río de Oro
citation,needed,1900-01-01,,Unknown
Claes,Bang,1900-01-01,,Odense
Claire,Bloom,1900-01-01,,Finchley
Claire,Danes,1900-01-01,,New York City
Claire,Foy,1900-01-01,,Stockport
Claire,Mathon,1900-01-01,,Unknown
Claire,Maurier,1900-01-01,,Céret
Claire,Rushbrook,1900-01-01,,"Hitchin, Hertfordshire"
Claire,Simpson,1900-01-01,,Unknown
Claire,Trevor,1900-01-01,,New York City
Claire,Wilbur,1900-01-01,,Unknown
Clancy,Brown,1900-01-01,,"Urbana, Ohio"
Clara,Bow,1900-01-01,,"Brooklyn, New York"
Clara,Royer,1900-01-01,,Unknown
Clara,Schumann,1900-01-01,,Leipzig
Clare,Douglas,1900-01-01,,"Ipswich, England"
Clarence,Brown,1900-01-01,,"Clinton, Massachusetts"
Clarence,Greene,1900-01-01,,"New York, New York"
Clarence,III,1900-01-01,,New York City
Clarence,Kolster,1900-01-01,,Plattsburgh
Clarence,Muse,1900-01-01,,"Baltimore, Maryland"
Clarence,Nash,1900-01-01,,Watonga
Clarence,Wheeler,1900-01-01,,Unknown
Clark,Duke,1900-01-01,,"Glenwood, Arkansas"
Clark,Gable,1900-01-01,,"Cadiz, Ohio"
Clark,Gregg,1900-01-01,,"Boston, Massachusetts"
Clark,Mathis,1900-01-01,,Unknown
Clark,Peterson,1900-01-01,,Unknown
Clark,Spencer,1900-01-01,,Seattle
Clarke,Peters,1900-01-01,,Unknown
Claud,Allister,1900-01-01,,London
Claude,Akins,1900-01-01,,"Nelson, Georgia"
Claude,Augostini,1900-01-01,,Unknown
Claude,Barras,1900-01-01,,Unknown
Claude,Berri,1900-01-01,,Unknown
Claude,Binyon,1900-01-01,,Unknown
Claude,Bolling,1900-01-01,,Cannes
Claude,Chabrol,1900-01-01,,Paris
Claude,Dauphin,1900-01-01,,Corbeil-Essonnes
Claude,Debussy,1900-01-01,,Unknown
Claude,Givray,1900-01-01,,Nice
Claude,Goretta,1900-01-01,,Geneva
Claude,Jade,1900-01-01,,Dijon
Claude,Jr.,1900-01-01,,"Refugio, Texas"
Claude,Jutra,1900-01-01,,Montreal
Claude,Lanzmann,1900-01-01,,Unknown
Claude,Lelouch,1900-01-01,,Paris
Claude,Piéplu,1900-01-01,,Paris
Claude,Rains,1900-01-01,,Clapham
Claude,Renoir,1900-01-01,,Unknown
Claude,Sautet,1900-01-01,,Montrouge
Claudette,Colbert,1900-01-01,,Saint-Mandé
Cláudia,Abreu,1900-01-01,,Rio de Janeiro
Claudia,Cardinale,1900-01-01,,Tunis
Claudia,Hübschmann,1900-01-01,,Unknown
Claudia,Lennear,1900-01-01,,[2]
Claudia,Llosa,1900-01-01,,Lima
Claudia,McNeil,1900-01-01,,"Baltimore, Maryland"
Claudia,Vianello,1900-01-01,,Unknown
Claudia,Weill,1900-01-01,,Unknown
Claudie,Ossard,1900-01-01,,Paris
Claudine,Auger,1900-01-01,,Paris
Claudine,West,1900-01-01,,Nottingham
Claudio,Amendola,1900-01-01,,Rome
Claudio,Bigagli,1900-01-01,,Montale
Claudio,Bisio,1900-01-01,,Novi Ligure
Claudio,Cirillo,1900-01-01,,Unknown
Claudio,Miranda,1900-01-01,,Valparaíso
Claus,Boro,1900-01-01,,Unknown
Claus,Holm,1900-01-01,,Bochum
Claus,Loof,1900-01-01,,Unknown
Clay,Walker,1900-01-01,,"Beaumont, Texas"
Clayton,Townsend,1900-01-01,,Cleveland
Clea,DuVall,1900-01-01,,[1]
Cleavon,Little,1900-01-01,,"Chickasha, Oklahoma"
Clem,Bevans,1900-01-01,,"Cozzadale, Ohio"
Clémence,Poésy,1900-01-01,,[1]
Clément,Ducol,1900-01-01,,Unknown
Clemente,Fracassi,1900-01-01,,Vescovato
Clémentine,Célarié,1900-01-01,,Dakar
Clements,Ripley,1900-01-01,,"Tacoma, Washington"
Cleona,Chrualaoí,1900-01-01,,Reading
Cliff,Curtis,1900-01-01,,Rotorua
Cliff,DeYoung,1900-01-01,,Los Angeles
Cliff,Edwards,1900-01-01,,"Hannibal, Missouri"
Cliff,Eidelman,1900-01-01,,"Los Angeles, California"
Cliff,Gorman,1900-01-01,,Queens
Cliff,Hanley,1900-01-01,,Unknown
Cliff,Martinez,1900-01-01,,New York City
Cliff,Osmond,1900-01-01,,"Jersey City, New Jersey"
Cliff,Potts,1900-01-01,,"Glendale, California"
Cliff,Reid,1900-01-01,,Delaware
Cliff,Robertson,1900-01-01,,San Diego
Clifford,David,1900-01-01,,"Toledo, Ohio"
Clifford,Grey,1900-01-01,,Unknown
Clifford,Odets,1900-01-01,,Philadelphia
Clifford,Stine,1900-01-01,,California
Clifton,James,1900-01-01,,"Spokane, Washington"
Clifton,Jr.,1900-01-01,,Los Angeles
Clifton,Parker,1900-01-01,,Unknown
Clifton,Powell,1900-01-01,,"Washington, D.C."
Clifton,Webb,1900-01-01,,Indianapolis
Clifton,Young,1900-01-01,,Schenectady
Clint,Eastwood,1900-01-01,,Unknown
Clint,Mansell,1900-01-01,,Unknown
Clint,Walker,1900-01-01,,"Hartford, Illinois"
Clinton,Shorter,1900-01-01,,North Vancouver
Clinton,Sundberg,1900-01-01,,"Appleton, Minnesota"
Clive,Brook,1900-01-01,,Islington
Clive,Donner,1900-01-01,,Unknown
Clive,Exton,1900-01-01,,Islington
Clive,Merrison,1900-01-01,,Tenby
Clive,Owen,1900-01-01,,Coventry
Clive,Russell,1900-01-01,,Reeth
Cloris,Leachman,1900-01-01,,"Des Moines, Iowa"
Clotilde,Courau,1900-01-01,,Hauts-de-Seine
Clotilde,Mollet,1900-01-01,,Paris
Clovis,Cornillac,1900-01-01,,Lyon
Clyde,Bruckman,1900-01-01,,"San Bernardino, California"
Clyde,Geronimi,1900-01-01,,Chiavenna
Clyde,Vinna,1900-01-01,,"Sedalia, Missouri"
Co,Hoedeman,1900-01-01,,"Amsterdam, Netherlands"
Cobie,Smulders,1900-01-01,,Vancouver
Colby,Jr.,1900-01-01,,Unknown
Cole,Porter,1900-01-01,,Unknown
Coleen,Gray,1900-01-01,,"Staplehurst, Nebraska"
Coleridge-Taylor,Perkinson,1900-01-01,,Unknown
Colette,Marchand,1900-01-01,,Unknown
Colin,Blakely,1900-01-01,,Bangor
Colin,Clive,1900-01-01,,Saint-Malo
Colin,Farrell,1900-01-01,,Castleknock
Colin,Firth,1900-01-01,,Grayshott
Colin,Hanks,1900-01-01,,"Sacramento, California"
Colin,Higgins,1900-01-01,,Nouméa
Colin,Low,1900-01-01,,Cardston
Colin,Morgan,1900-01-01,,Armagh
Colin,Nutley,1900-01-01,,Gosport
Colin,Shindler,1900-01-01,,Unknown
Colin,Welland,1900-01-01,,Liverpool
Colin,Wilson,1900-01-01,,Unknown
Coline,Serreau,1900-01-01,,Paris
Colleen,Dewhurst,1900-01-01,,Montreal
Colleen,Townsend,1900-01-01,,"Glendale, California"
Collin,Wilcox-Horne,1900-01-01,,"Cincinnati, Ohio"
Colm,Bairéad,1900-01-01,,Dublin
Colm,Feore,1900-01-01,,Boston
Colm,Iomaire,1900-01-01,,Unknown
Colm,Meaney,1900-01-01,,Unknown
Colm,Snodaigh,1900-01-01,,Unknown
Colman,Domingo,1900-01-01,,Philadelphia
Colman,McCarthy,1900-01-01,,"Glen Head, New York"
Colson,Baker,1900-01-01,,[a]
Columba,Domínguez,1900-01-01,,Guaymas
Compton,Bennett,1900-01-01,,Unknown
Con,Conrad,1900-01-01,,Unknown
Condos,Brothers,1900-01-01,,Unknown
Cong,Su,1900-01-01,,Unknown
Conleth,Hill,1900-01-01,,Ballycastle
Connie,Britton,1900-01-01,,Boston
Connie,Field,1900-01-01,,Unknown
Connie,Nielsen,1900-01-01,,Frederikshavn
Connie,Rasinski,1900-01-01,,"Torrington, Connecticut"
Connor,Price,1900-01-01,,Markham
Connor,Schell,1900-01-01,,Unknown
Conrad,Buff,1900-01-01,,[1]
Conrad,Hall,1900-01-01,,Papeete
Conrad,IV,1900-01-01,,[1]
Conrad,Janis,1900-01-01,,New York City
Conrad,Nagel,1900-01-01,,Keokuk
Conrad,Nervig,1900-01-01,,Dakota Territory
Conrad,Pope,1900-01-01,,Unknown
Conrad,Richter,1900-01-01,,"Pine Grove, Pennsylvania"
Conrad,Salinger,1900-01-01,,Unknown
Conrad,Veidt,1900-01-01,,Berlin
Conrad,Vernon,1900-01-01,,"Lubbock, Texas"
Constance,Bennett,1900-01-01,,Unknown
Constance,Collier,1900-01-01,,"Windsor, Berkshire"
Constance,Cummings,1900-01-01,,[1]
Constance,Dowling,1900-01-01,,Unknown
Constance,Ford,1900-01-01,,The Bronx
Constance,Marie,1900-01-01,,"East Los Angeles, California"
Constance,Moore,1900-01-01,,Sioux City
Constance,Smith,1900-01-01,,Limerick
Constantin,Bakaleinikoff,1900-01-01,,Unknown
Cooper,Hoffman,1900-01-01,,[1]
Cora,Collins,1900-01-01,,"Beckley, West Virginia"
Cora,Witherspoon,1900-01-01,,"New Orleans, Louisiana"
Coral,Browne,1900-01-01,,Melbourne
Coralie,Fargeat,1900-01-01,,Paris
Cord,Jefferson,1900-01-01,,"Tucson, Arizona"
Cordell,Barker,1900-01-01,,Winnipeg
Corey,Allen,1900-01-01,,Cleveland
Corey,Feldman,1900-01-01,,Unknown
Corey,Ford,1900-01-01,,Unknown
Corey,Haim,1900-01-01,,Toronto
Corey,Hawkins,1900-01-01,,"Washington, D.C."
Corey,Johnson,1900-01-01,,New Orleans
Corey,Stoll,1900-01-01,,Unknown
Corin,Redgrave,1900-01-01,,Marylebone
Corinna,Harfouch,1900-01-01,,Suhl
Corinne,Calvet,1900-01-01,,Unknown
Corinne,Cléry,1900-01-01,,[1]
Corinne,Griffith,1900-01-01,,Waco
Corinne,Marrinan,1900-01-01,,New York City
Corinne,Rae,1900-01-01,,Leeds
Cork,Hubbert,1900-01-01,,"Pendleton, Oregon"
Cornel,Wilde,1900-01-01,,[1]
Cornelia,Skinner,1900-01-01,,Chicago
Cory,Booker,1900-01-01,,"Washington, D.C."
Cotton,Warburton,1900-01-01,,"San Diego, California"
Country,Fish,1900-01-01,,Unknown
Courtney,Eaton,1900-01-01,,"Bunbury, Western Australia"
Courtney,Hunt,1900-01-01,,[1]
Courtney,Love,1900-01-01,,San Francisco
Courtney,Marsh,1900-01-01,,Fort Lauderdale
Courtney,Vance,1900-01-01,,Detroit
Craig,Alpert,1900-01-01,,Unknown
Craig,Armstrong,1900-01-01,,Unknown
Craig,Bierko,1900-01-01,,"Rye Brook, New York"
Craig,Bolotin,1900-01-01,,Chicago
Craig,Borten,1900-01-01,,Pennsylvania
Craig,Brewer,1900-01-01,,"Newport News, Virginia"
Craig,Ferguson,1900-01-01,,Springburn
Craig,Foster,1900-01-01,,Unknown
Craig,Gillespie,1900-01-01,,Sydney
Craig,Harris,1900-01-01,,Hempstead
Craig,Lucas,1900-01-01,,"Atlanta, Georgia"
Craig,McKay,1900-01-01,,Unknown
Craig,Nelson,1900-01-01,,[1]
Craig,Pearce,1900-01-01,,Unknown
Craig,Safan,1900-01-01,,"Los Angeles, California"
Craig,Sheffer,1900-01-01,,"York, Pennsylvania"
Craig,Stevens,1900-01-01,,"Liberty, Missouri"
Craig,Tanner,1900-01-01,,"Coronado Island, California"
Craig,Wood,1900-01-01,,Unknown
Craig,Zadan,1900-01-01,,"Miami, Florida"
Crane,Wilbur,1900-01-01,,"Athens, New York"
Cris,Campion,1900-01-01,,Unknown
Crispin,Glover,1900-01-01,,New York City
Crispin,Struthers,1900-01-01,,Unknown
Cristiano,Travaglioli,1900-01-01,,Recanati
Cristina,Comencini,1900-01-01,,Rome
Cristina,Raines,1900-01-01,,Manila
"Crosby,",Nash,1900-01-01,,Unknown
Crystal,Clarke,1900-01-01,,New Jersey
Csongor,Kassai,1900-01-01,,Unknown
Cuba,Jr.,1900-01-01,,Unknown
Curd,Jürgens,1900-01-01,,Solln
Curly,Howard,1900-01-01,,Brooklyn
Curt,Courant,1900-01-01,,Katowice
Curt,Jürgens,1900-01-01,,Solln
Curtis,Bernhardt,1900-01-01,,"Worms, Germany"
Curtis,Hanson,1900-01-01,,"Reno, Nevada"
Curtis,Harrington,1900-01-01,,Los Angeles
Curtis,Mayfield,1900-01-01,,"Chicago, Illinois"
Cy,Coleman,1900-01-01,,Unknown
Cy,Feuer,1900-01-01,,"Brooklyn, New York"
Cy,Howard,1900-01-01,,[1]
Cybill,Shepherd,1900-01-01,,"Memphis, Tennessee"
Cyd,Charisse,1900-01-01,,Amarillo
Cynthia,Erivo,1900-01-01,,[1]
Cynthia,Rhodes,1900-01-01,,"Nashville, Tennessee"
Cynthia,Scheider,1900-01-01,,Unknown
Cynthia,Scott,1900-01-01,,Winnipeg
Cynthia,Sikes,1900-01-01,,"Coffeyville, Kansas"
Cynthia,Stevenson,1900-01-01,,"Oakland, California"
Cynthia,Wade,1900-01-01,,"New York, New York"
Cynthia,Yorkin,1900-01-01,,"Coffeyville, Kansas"
Cyril,Christo,1900-01-01,,Paris
Cyril,Cusack,1900-01-01,,Durban
Cyril,Delevanti,1900-01-01,,London
Cyril,Gardner,1900-01-01,,Unknown
Cyril,Hume,1900-01-01,,"New York, New York"
Cyril,Mockridge,1900-01-01,,London
Cyril,Raymond,1900-01-01,,Unknown
Cyril,Shaps,1900-01-01,,London
D.,Danayya,1900-01-01,,Tallapudi
D.,Griffith,1900-01-01,,"Oldham County, Kentucky"
D.,Jr.,1900-01-01,,Cleveland
D.,Moffett,1900-01-01,,Highland Park
D.,Pennebaker,1900-01-01,,"Evanston, Illinois"
D.,Sweeney,1900-01-01,,"Shoreham, New York"
Da'Vine,Randolph,1900-01-01,,Philadelphia
Dabney,Coleman,1900-01-01,,"Austin, Texas"
Dafne,Keen,1900-01-01,,[1]
Daft,Punk,1900-01-01,,Unknown
Dagmar,Hirtz,1900-01-01,,Unknown
Dagmar,Lassander,1900-01-01,,Prague
Dagmara,Domińczyk,1900-01-01,,Kielce
Daisuke,Katō,1900-01-01,,Asakusa
Daisuke,Nishio,1900-01-01,,"Miyoshi, Hiroshima"
Daisuke,Ryu,1900-01-01,,Unknown
Daisuke,Tsutsumi,1900-01-01,,"Tokyo, Japan"
Daisy,Ridley,1900-01-01,,London
Dakota,Fanning,1900-01-01,,"Conyers, Georgia"
Dakota,Goyo,1900-01-01,,Toronto
Dakota,Johnson,1900-01-01,,"Austin, Texas"
Dakota,Richards,1900-01-01,,Chelsea
Dal,McKennon,1900-01-01,,"La Grande, Oregon"
Dale,Bell,1900-01-01,,Unknown
Dale,Dickey,1900-01-01,,"Knoxville, Tennessee"
Dale,Evans,1900-01-01,,"Uvalde, Texas"
Dale,Every,1900-01-01,,Unknown
Dale,Launer,1900-01-01,,Unknown
Dale,Pollock,1900-01-01,,Cleveland
Dale,Robertson,1900-01-01,,"Harrah, Oklahoma"
Dalia,Hernández,1900-01-01,,Unknown
Daliah,Lavi,1900-01-01,,Haifa
Dallas,McKennon,1900-01-01,,"La Grande, Oregon"
Dallas,Roberts,1900-01-01,,"Houston, Texas"
Dalton,Trumbo,1900-01-01,,"Montrose, Colorado"
Dame,Whitty,1900-01-01,,Liverpool
Damian,Jones,1900-01-01,,London
Damián,Szifron,1900-01-01,,Ramos Mejía
Damien,Bonnard,1900-01-01,,Alès
Damien,Chazelle,1900-01-01,,[1]
Damien,Keyeux,1900-01-01,,Unknown
Damien,Megherbi,1900-01-01,,Unknown
Damien,Parer,1900-01-01,,"Malvern, Victoria"
Damien,Thomas,1900-01-01,,Ismailia
Damon,Herriman,1900-01-01,,Adelaide
Damon,Jr.,1900-01-01,,[1]
Damon,Lindelof,1900-01-01,,"Englewood, New Jersey"
Damon,Quinn,1900-01-01,,Northern Ireland
Damon,Russell,1900-01-01,,Unknown
Dan,Aykroyd,1900-01-01,,"Ottawa, Ontario, Canada"
Dan,Cogan,1900-01-01,,Unknown
Dan,Dailey,1900-01-01,,Unknown
Dan,Deacon,1900-01-01,,[1]
Dan,Duryea,1900-01-01,,"White Plains, New York"
Dan,Ewing,1900-01-01,,[1]
Dan,Fogler,1900-01-01,,"Brooklyn, New York"
Dan,Friedkin,1900-01-01,,San Diego
Dan,Futterman,1900-01-01,,"Silver Spring, Maryland"
Dan,Gilroy,1900-01-01,,"Santa Monica, California"
Dan,Golden,1900-01-01,,Unknown
Dan,Gordon,1900-01-01,,Southern California
Dan,Hanley,1900-01-01,,Unknown
Dan,Hedaya,1900-01-01,,New York City
Dan,James,1900-01-01,,"Kansas City, Missouri"
Dan,Jinks,1900-01-01,,"Miami, Florida"
Dan,Jones,1900-01-01,,Unknown
Dan,Keplinger,1900-01-01,,Unknown
Dan,Krauss,1900-01-01,,Unknown
Dan,Laustsen,1900-01-01,,Aalborg
Dan,Lebental,1900-01-01,,Unknown
Dan,Levine,1900-01-01,,Unknown
Dan,Levy,1900-01-01,,Unknown
Dan,Lin,1900-01-01,,Taipei
Dan,Mindel,1900-01-01,,Johannesburg
Dan,O'Bannon,1900-01-01,,"St. Louis, Missouri"
Dan,O'Herlihy,1900-01-01,,Wexford
Dan,O'Shannon,1900-01-01,,Unknown
Dan,Romer,1900-01-01,,Unknown
Dan,Scanlon,1900-01-01,,[1]
Dan,Stevens,1900-01-01,,Unknown
Dan,Weisburd,1900-01-01,,Unknown
Dan,Zimmerman,1900-01-01,,United States
Dana,Andrews,1900-01-01,,"Collins, Mississippi"
Dana,Brunetti,1900-01-01,,"Clifton Forge, Virginia"
Dana,Bunescu,1900-01-01,,[1]
Dana,Delany,1900-01-01,,New York City
Dana,Glauberman,1900-01-01,,Unknown
Dana,Hill,1900-01-01,,[1]
Dana,Murray,1900-01-01,,Unknown
Dana,Perry,1900-01-01,,Unknown
Dana,Shapiro,1900-01-01,,Unknown
Dana,Sparks,1900-01-01,,Unknown
Dana,Wynter,1900-01-01,,Berlin
Danai,Gurira,1900-01-01,,"Grinnell, Iowa"
Dane,Clark,1900-01-01,,Brooklyn
Danford,Greene,1900-01-01,,Wichita
Danfung,Dennis,1900-01-01,,Unknown
Daniel,Alpert,1900-01-01,,Unknown
Daniel,Anker,1900-01-01,,Unknown
Daniel,Auteuil,1900-01-01,,Algiers
Daniel,Blumberg,1900-01-01,,[1]
Daniel,Boulanger,1900-01-01,,Unknown
Daniel,Brühl,1900-01-01,,Barcelona
Daniel,Cacho,1900-01-01,,Madrid
Daniel,Ceccaldi,1900-01-01,,Meaux
Daniel,Craig,1900-01-01,,"Chester, Cheshire"
Daniel,Dare,1900-01-01,,Unknown
Daniel,Day-Lewis,1900-01-01,,Unknown
Daniel,Dubiecki,1900-01-01,,Unknown
Daniel,Durant,1900-01-01,,"Detroit, Michigan"
Daniel,Ellsberg,1900-01-01,,Unknown
Daniel,Fapp,1900-01-01,,Kansas City
Daniel,Flaherty,1900-01-01,,[1]
Daniel,Fuchs,1900-01-01,,Unknown
Daniel,Gad,1900-01-01,,Rehovot
Daniel,Gélin,1900-01-01,,Angers
Daniel,Gibel,1900-01-01,,Unknown
Daniel,Haller,1900-01-01,,"Glendale, California"
Daniel,Hanley,1900-01-01,,Unknown
Daniel,Hart,1900-01-01,,"Emporia, Kansas"
Daniel,Haynes,1900-01-01,,"Atlanta, Georgia"
Daniel,Henney,1900-01-01,,"Carson City, Michigan"
Daniel,Iron,1900-01-01,,Unknown
Daniel,Junge,1900-01-01,,Wyoming
Daniel,Kaluuya,1900-01-01,,Camden Town
Daniel,Kim,1900-01-01,,Busan
Daniel,Lanois,1900-01-01,,"Hull, Quebec"
Daniel,Lindsay,1900-01-01,,Unknown
Daniel,London,1900-01-01,,"Mt. Lebanon, Pennsylvania"
Daniel,Louis,1900-01-01,,Montreal
Daniel,Lupi,1900-01-01,,Unknown
Daniel,Mandell,1900-01-01,,Unknown
Daniel,Mann,1900-01-01,,Brooklyn
Daniel,Massey,1900-01-01,,[1]
Daniel,Mays,1900-01-01,,"Epping, Essex"
Daniel,McMahon,1900-01-01,,Unknown
Daniel,Melnick,1900-01-01,,Unknown
Daniel,O'Herlihy,1900-01-01,,Wexford
Daniel,Olbrychski,1900-01-01,,Łowicz
Daniel,Oreskes,1900-01-01,,Unknown
