Movie_Name,Release_Date,Box_Office,Run_Time,Languages
Pathfinder,1987-01-01,17500000.00,86,
Patton,1969-01-01,62500000.00,172,
Paul Bunyan,1958-01-01,,17,
Paul Robeson: Tribute to an Artist,1979-01-01,,30,
Paw,1959-01-01,,100,
Peace on Earth,1939-01-01,,9,
Pear Cider and Cigarettes,2016-01-01,,35,
Pearl,2016-01-01,,6,
Pearl Harbor,2001-01-01,449200000.00,183,
Peggy Sue Got Married,1986-01-01,41500000.00,103,
Pelle the Conqueror,1987-01-01,2053931.00,157,
Pennies from Heaven,1936-01-01,,81,
Pennies from Heaven,1981-01-01,9100000.00,108,
Penny Serenade,1941-01-01,835000.00,120,
Penny Wisdom,1937-01-01,,10,
Pentecost,2011-01-01,,11,
People of the Wind,1976-01-01,,110,
Pepe,1960-01-01,4800000.00,157,
Perfect Days,2023-01-01,25700000.00,124,
Period of Adjustment,1962-01-01,4000000.00,112,
Period. End of Sentence.,2018-01-01,,25,
Periwig Maker,1999-01-01,,1443,
Perri,1957-01-01,1750000.00,75,
Persepolis,2007-01-01,22800000.00,96,
Pete 'n' Tillie,1972-01-01,14999969.00,100,
Pete Kelly's Blues,1955-01-01,5000000.00,95,
Pete's Dragon,1977-01-01,36.00,129,
Peter & the Wolf,2006-01-01,,33,
Peter Ibbetson,1935-01-01,,88,
Peyton Place,1957-01-01,25600000.00,157,
Phaedra,1962-01-01,,115,
Phantom of the Opera,1943-01-01,1600000.00,92,
Phantom of the Paradise,1974-01-01,,91,
Phantom Thread,2017-01-01,47800000.00,130,
Pharaoh,1966-01-01,7000000.00,145,
Philadelphia,1993-01-01,206700000.00,126,
Philomena,2013-01-01,100100000.00,98,
Pickup on South Street,1953-01-01,1900000.00,80,
Picnic,1955-01-01,9000000.00,115,
Pieces of a Woman,2020-01-01,,128,
Pieces of April,2003-01-01,3300000.00,81,
Pieces of Dreams,1970-01-01,,99,
Pigs in a Polka,1943-01-01,,7,
Pigs Is Pigs,1954-01-01,,944,
Pigskin Parade,1936-01-01,900000.00,93,
Pillow Talk,1959-01-01,7600000.00,102,
Pina,2011-01-01,14600000.00,106,
Pinky,1949-01-01,3800000.00,102,
Pinocchio,1940-01-01,164000000.00,88,
Pinocchio,2019-01-01,30400000.00,125,
Piper,2016-01-01,,6,
Pirates,1986-01-01,1641825.00,112,
Pirates of the Caribbean: At World's End,2007-01-01,963400000.00,168,
Pirates of the Caribbean: Dead Man's Chest,2006-01-01,1066000000.00,151,
Pirates of the Caribbean: The Curse of the Black Pearl,2003-01-01,654300000.00,143,
Places in the Heart,1984-01-01,34900000.00,111,
Plácido,1960-01-01,,85,
Plan for Destruction,1943-01-01,,22,
Planet of the Apes,1968-01-01,33300000.00,112,
Platoon,1986-01-01,138500000.00,120,
Pleasantville,1998-01-01,49800000.00,124,
Pluto's Blue Note,1947-01-01,,,
Plymouth Adventure,1952-01-01,3000000.00,105,
Pocahontas,1995-01-01,346100000.00,81,
Pocketful of Miracles,1961-01-01,5000000.00,137,
Poetic Justice,1993-01-01,27500000.00,109,
Point of View,1965-01-01,,,
Pollock,2000-01-01,10500000.00,122,
Pollyanna,1960-01-01,3750000.00,134,
Poltergeist,1982-01-01,121700000.00,114,
Poltergeist II: The Other Side,1986-01-01,75000000.00,91,
Poor Things,2023-01-01,117600000.00,142,
Popeye the Sailor Meets Sindbad the Sailor,1936-01-01,,1633,
Popular Science J-6-2,1935-01-01,,,
Popular Science J-7-1,1937-01-01,,,
Porcelain War,2024-01-01,25213.00,87,
Porgy and Bess,1959-01-01,3500000.00,138,
Portia on Trial,1937-01-01,,72,
Portrait of Chieko,1967-01-01,,125,
Portrait of Imogen,1988-01-01,,30,
Portrait of Jennie,1948-01-01,1500000.00,86,
Poseidon,2006-01-01,181700000.00,98,
Possessed,1947-01-01,3072000.00,108,
Possessions,2013-01-01,,,
Postcards from the Edge,1990-01-01,63400000.00,101,
Poster Girl,2010-01-01,,38,
Precious,2009-01-01,63300000.00,110,
Precious Images,1986-01-01,,8,
Predator,1987-01-01,98300000.00,107,
Prelude to War,1942-01-01,,52,
Presto,2008-01-01,,517,
Pretty Baby,1978-01-01,5800000.00,109,
Pretty Woman,1990-01-01,463400000.00,119,
Pride & Prejudice,2005-01-01,121600000.00,127,
Pride and Prejudice,1940-01-01,1800000.00,117,
Pride of the Marines,1945-01-01,3019000.00,119,
Primal Fear,1996-01-01,102600000.00,130,
Primary Colors,1998-01-01,52100000.00,143,
Primrose Path,1940-01-01,1200000.00,93,
Prince of Foxes,1949-01-01,2550000.00,107,
Prince of the City,1981-01-01,8000000.00,167,
Princess O'Rourke,1943-01-01,3099000.00,93,
Princeton: A Search for Answers,1973-01-01,,30,
Prison Terminal: The Last Days of Private Jack Hall,2013-01-01,,40,
Prisoner of Paradise,2002-01-01,,96,
Prisoner of the Mountains,1996-01-01,,98,
Prisoners,2013-01-01,122100000.00,153,
Private Benjamin,1980-01-01,69800000.00,109,
Private Life,1982-01-01,,102,
Private Smith of the U.S.A.,1942-01-01,,19,
Private Worlds,1935-01-01,819118.00,84,
Prizzi's Honor,1985-01-01,26600000.00,129,
Probes in Space,1975-01-01,,,
Profumo di donna,1974-01-01,,103,
Project Hope,1961-01-01,,,
Prologue,2015-01-01,,6,
Prometheus,2012-01-01,403400000.00,124,
Promises,2001-01-01,,106,
Promises to Keep,1988-01-01,,,
Promising Young Woman,2020-01-01,18900000.00,114,
Prophet Without Honor,1939-01-01,,11,
Psychiatric Nursing,1958-01-01,,34,
Psycho,1960-01-01,50000000.00,109,
Pulp Fiction,1994-01-01,213900000.00,154,
Purple Rain,1984-01-01,70300000.00,111,
Puss Gets the Boot,1940-01-01,,9,
Puss in Boots,2011-01-01,555000000.00,90,
Puss in Boots: The Last Wish,2022-01-01,485300000.00,102,
Pygmalion,1938-01-01,1400000.00,96,
Qivitoq,1956-01-01,,118,
Quality Street,1937-01-01,,83,
Queen Bee,1955-01-01,,95,
Quest,1996-01-01,,1130,
Quest for Camelot,1998-01-01,38100000.00,86,
Quest for Fire,1981-01-01,40600000.00,100,
Quicker'n a Wink,1940-01-01,,10,
Quiero ser (I want to be...),2000-01-01,,35,
Quills,2000-01-01,18000000.00,124,
Quiz Show,1994-01-01,52200000.00,133,
Quo Vadis,1951-01-01,21000000.00,171,
"Quo Vadis, Aida?",2020-01-01,812.00,102,
Ra,1972-01-01,,106,
Rabbit à la Berlin,2009-01-01,,,
Rabbit Hole,2010-01-01,6200000.00,91,
Rachel Getting Married,2008-01-01,17500000.00,114,
"Rachel, Rachel",1968-01-01,3000000.00,101,
Racing Extinction,2015-01-01,,94,
Radio Bikini,1988-01-01,,56,
Radio Days,1987-01-01,14800000.00,85,
Raffles,1930-01-01,,72,
Raging Bull,1980-01-01,23400000.00,129,
Ragtime,1981-01-01,21200000.00,155,
Raiders of the Lost Ark,1981-01-01,389900000.00,115,
Rain Man,1988-01-01,354800000.00,134,
Rainbow War,1985-01-01,,,
Raintree County,1957-01-01,9080000.00,186,
Raise the Red Lantern,1991-01-01,2600000.00,125,
Raju,2012-01-01,,24,
Ralph Breaks the Internet,2018-01-01,529300000.00,112,
Rambling Rose,1991-01-01,6300000.00,112,
Rambo: First Blood Part II,1985-01-01,300400000.00,96,
Ran,1985-01-01,19000000.00,162,
Random Harvest,1942-01-01,8147000.00,125,
Rango,2011-01-01,245700000.00,107,
Raoni,1978-01-01,,84,
Rashomon,1950-01-01,1000000.00,88,
Rasputin and the Empress,1932-01-01,1379000.00,121,
Ratatouille,2007-01-01,623700000.00,111,
Raven's End,1963-01-01,,101,
Ray,2004-01-01,124000000.00,152,
Ray's Male Heterosexual Dance Hall,1987-01-01,,23,
Raya and the Last Dragon,2021-01-01,130400000.00,107,
RBG,2018-01-01,14400000.00,98,
Ready Player One,2018-01-01,607900000.00,140,
"Ready, Willing, and Able",1937-01-01,,93,
Real Steel,2011-01-01,300000000.00,127,
Reap the Wild Wind,1942-01-01,4000000.00,123,
Rear Window,1954-01-01,37900000.00,111,
Reason and Emotion,1943-01-01,,8,
Rebecca,1940-01-01,6000000.00,130,
Rebel in Paradise,1960-01-01,,40,
Rebel Without a Cause,1955-01-01,4500000.00,111,
Recollections of Pavlovsk,1984-01-01,,,
Recycled Life,2006-01-01,,38,
Red Garters,1954-01-01,1300000.00,91,
Red Grooms: Sunflower in a Hothouse,1986-01-01,,21,
Red River,1948-01-01,4506825.00,133,
"Red, White and Blue",2023-01-01,,24,
Redemption,2012-01-01,,,
Reds,1981-01-01,40400000.00,195,
Redux Riding Hood,1997-01-01,,1455,
Regret to Inform,1998-01-01,,72,
Rehearsing a Dream,2006-01-01,,39,
Rejected,2000-01-01,,9,
Rembrandt: A Self-Portrait,1954-01-01,,,
Remo Williams: The Adventure Begins,1985-01-01,14400000.00,116,
Report from the Aleutians,1943-01-01,,47,
Requiem for a Dream,2000-01-01,7400000.00,102,
Resisting Enemy Interrogation,1944-01-01,,70,
Restoration,1995-01-01,4000000.00,117,
Restrepo,2010-01-01,1436391.00,93,
Resurrection,1980-01-01,3910019.00,103,
Részletek J.S. Bach Máté passiójából,1966-01-01,,,
Return of the Jedi,1983-01-01,482000000.00,132,
Return of the Seven,1966-01-01,6400000.00,95,
Return to Glennascaul,1951-01-01,,23,
Return to Oz,1985-01-01,11100000.00,113,
"Reuben, Reuben",1983-01-01,,101,
Reunion in Vienna,1933-01-01,643000.00,100,
Revanche,2008-01-01,192451.00,122,
Reversal of Fortune,1990-01-01,15400000.00,111,
Revolting Rhymes,2016-01-01,,56,
Revolutionary Road,2008-01-01,79600000.00,119,
Rhapsody in Blue,1945-01-01,4900000.00,151,
Rhapsody in Rivets,1941-01-01,,8,
Rhythm on the River,1940-01-01,,92,
"Rich, Young and Pretty",1951-01-01,2999000.00,95,
Richard III,1955-01-01,2600000.00,161,
Richard III,1995-01-01,2700000.00,104,
Richard Jewell,2019-01-01,44600000.00,129,
Ride the Pink Horse,1947-01-01,,101,
Ridicule,1996-01-01,20000000.00,102,
Ridin' on a Rainbow,1941-01-01,,75,
Riding High,1943-01-01,,88,
Rio,2011-01-01,560800000.00,96,
Rise of the Planet of the Apes,2011-01-01,481800000.00,105,
Road to Morocco,1942-01-01,3800000.00,82,
Road to Perdition,2002-01-01,183400000.00,117,
Road to Rio,1947-01-01,4500000.00,100,
Road to Utopia,1946-01-01,5000000.00,90,
Rob Roy,1995-01-01,58700000.00,139,
Robert Frost: A Lover's Quarrel with the World,1963-01-01,,41,
Robert Kennedy Remembered,1968-01-01,,30,
Roberta,1935-01-01,2335000.00,105,
Robin and the 7 Hoods,1964-01-01,4200000.00,124,
Robin Hood,1973-01-01,33000000.00,83,
Robin Hood: Prince of Thieves,1991-01-01,390500000.00,143,
Robin Robin,2021-01-01,,32,
Robinson Crusoe,1954-01-01,,89,
RoboCop,1987-01-01,53400000.00,102,
Robot Dreams,2023-01-01,6200000.00,102,
Rocketman,2019-01-01,195300000.00,121,
Rocky,1976-01-01,225000000.00,119,
Rocky III,1982-01-01,270000000.00,100,
Rogue Cop,1954-01-01,2509000.00,92,
Rogue One: A Star Wars Story,2016-01-01,1059000000.00,134,
Roller Derby Girl,1949-01-01,,10,
Roma,2018-01-01,5100000.00,135,
Roman Holiday,1953-01-01,12000000.00,118,
"Roman J. Israel, Esq.",2017-01-01,13000000.00,122,
Romance,1930-01-01,,76,
Romance of Radium,1937-01-01,,10,
Romance on the High Seas,1948-01-01,2100000.00,99,
Romancing the Stone,1984-01-01,115100000.00,106,
"Rome, Open City",1945-01-01,1000000.00,105,
Romeo + Juliet,1996-01-01,147600000.00,120,
Romeo and Juliet,1936-01-01,962000.00,125,
Romeo and Juliet,1968-01-01,38900000.00,138,
Room,2015-01-01,36300000.00,118,
Room at the Top,1959-01-01,2400000.00,115,
Room on the Broom,2012-01-01,,30,
Roommates,1995-01-01,12096881.00,108,
Rooty Toot Toot,1951-01-01,,7,
Rose Kennedy: A Life to Remember,1990-01-01,,,
Rosemary's Baby,1968-01-01,33400000.00,137,
Round Midnight,1986-01-01,10000000.00,133,
Royal Wedding,1951-01-01,3900000.00,93,
RRR,2022-01-01,1253.00,182,
Rugged Bear,1953-01-01,,6,
Ruggles of Red Gap,1935-01-01,,90,
Runaway Brain,1995-01-01,,7,
Runaway Train,1985-01-01,7700000.00,110,
Running on Empty,1988-01-01,2800000.00,116,
Rusalka,1997-01-01,,10,
Russian Soil,1941-01-01,,,
Rustin,2023-01-01,,106,
Ryan,2004-01-01,,14,
Ryan's Daughter,1970-01-01,30800000.00,195,
Sabrina,1954-01-01,4000000.00,113,
Sabrina,1995-01-01,87100000.00,127,
Sadie Thompson,1928-01-01,1000000.00,91,
Sagebrush and Silver,1941-01-01,,10,
Sahara,1943-01-01,2300000.00,98,
Sal of Singapore,1928-01-01,,70,
Salaam Bombay!,1988-01-01,7500000.00,113,
Salim Baba,2007-01-01,,15,
Sallah Shabati,1964-01-01,,110,
Sally,1929-01-01,2198000.00,103,
Salt,2010-01-01,293500000.00,100,
Salty O'Rourke,1945-01-01,448514.00,100,
Saludos Amigos,1942-01-01,1000000.00,42,
Salvador,1986-01-01,1500000.00,123,
Sam,1986-01-01,,22,
"Same Time, Next Year",1978-01-01,19700000.00,119,
Samson and Delilah,1949-01-01,25600000.00,134,
"Samurai, The Legend of Musashi",1954-01-01,,93,
San Antonio,1945-01-01,3000000.00,109,
San Francisco,1936-01-01,5300000.00,115,
Sand,1949-01-01,1500000.00,78,
Sandakan No. 8,1974-01-01,100000000.00,121,
Sands of Iwo Jima,1949-01-01,4000000.00,100,
Sandy Claws,1954-01-01,,712,
Sanjay's Super Team,2015-01-01,,7,
Saraband for Dead Lovers,1948-01-01,1315516.00,96,
Sarah and Son,1930-01-01,,86,
Saratoga Trunk,1945-01-01,7801000.00,135,
Sari's Mother,2006-01-01,,21,
Saturday Night Fever,1977-01-01,237100000.00,119,
Save the Tiger,1973-01-01,3000000.00,100,
Saving Face,2012-01-01,,40,
Saving Mr. Banks,2013-01-01,117900000.00,125,
Saving Private Ryan,1998-01-01,482300000.00,170,
Say Goodbye,1971-01-01,,52,
Say One for Me,1959-01-01,3900000.00,119,
Sayonara,1957-01-01,26300000.00,147,
Scared Straight!,1978-01-01,,52,
Scent of a Woman,1992-01-01,134100000.00,156,
Schindler's List,1993-01-01,322200000.00,195,
School in the Mailbox,1947-01-01,,19,
School of the Americas Assassins,1994-01-01,,13,
Schtonk!,1992-01-01,1900000.00,115,
Schwarzfahrer,1992-01-01,,12,
Scottsboro: An American Tragedy,2001-01-01,6123.00,84,
Scratch-As-Catch-Can,1932-01-01,,19,
Screen Souvenirs,1932-01-01,,,
Scrooge,1970-01-01,,113,
Scrooged,1988-01-01,100300000.00,100,
Seabiscuit,2003-01-01,148300000.00,141,
Seal Island,1948-01-01,,27,
Séance on a Wet Afternoon,1964-01-01,195688.00,115,
Searching for Bobby Fischer,1993-01-01,7266383.00,109,
Searching for Sugar Man,2012-01-01,9100000.00,86,
Seawards the Great Ships,1961-01-01,,28,
Second Chorus,1940-01-01,,84,
Second Fiddle,1939-01-01,,85,
Seconds,1966-01-01,1750000.00,107,
Secret Command,1944-01-01,,82,
Secrets & Lies,1996-01-01,33.00,136,
Secrets of the Heart,1997-01-01,,105,
See What I Say,1981-01-01,,,
See You at the Pillar,1967-01-01,,17,
Seeds of Destiny,1946-01-01,200000000.00,20,
Seeing Hands,1943-01-01,,11,
Seeing Red,1983-01-01,,100,
Selling Out,1972-01-01,,32,
Selma,2014-01-01,67800000.00,128,
Sensations of 1945,1944-01-01,,86,
Sense and Sensibility,1995-01-01,135000000.00,136,
Sentinels of Silence,1971-01-01,,18,
Sep-05,2024-01-01,6700000.00,94,
Separate Tables,1958-01-01,3100000.00,100,
Serengeti Shall Not Die,1959-01-01,,85,
Sergeant York,1941-01-01,8300000.00,134,
Serpico,1973-01-01,29800000.00,130,
Service with the Colors,1940-01-01,,21,
Session Man,1991-01-01,,31,
Seven,1995-01-01,327300000.00,127,
Seven Beauties,1975-01-01,1400000.00,115,
Seven Brides for Seven Brothers,1954-01-01,9403000.00,102,
Seven Days in May,1964-01-01,3650000.00,118,
Seven Days to Noon,1950-01-01,,96,
Seven Samurai,1954-01-01,268200000.00,207,
Seven Thieves,1960-01-01,,102,
Sewing Woman,1982-01-01,,14,
"Sex, Lies, and Videotape",1989-01-01,36700000.00,100,
Sexy Beast,2000-01-01,10200000.00,88,
Shadow of a Doubt,1943-01-01,1200000.00,108,
Shadow of the Vampire,2000-01-01,11200000.00,92,
Shadowlands,1993-01-01,52000000.00,131,
Shaft,1971-01-01,13000000.00,100,
Shakespeare in Love,1998-01-01,289300000.00,123,
Shall We Dance,1937-01-01,2168000.00,109,
Shampoo,1975-01-01,60000000.00,110,
Shane,1953-01-01,9000000.00,118,
Shang-Chi and the Legend of the Ten Rings,2021-01-01,432200000.00,132,
Shanghai Express,1932-01-01,1500000.00,80,
Shanghai Triad,1995-01-01,2086101.00,103,
Shanks,1974-01-01,,93,
Shark Tale,2004-01-01,374600000.00,90,
Shaun the Sheep Movie,2015-01-01,106200000.00,85,
She,1935-01-01,,102,
She Done Him Wrong,1933-01-01,2200000.00,66,
She Loves Me Not,1934-01-01,,85,
She Married a Cop,1939-01-01,,66,
She Wore a Yellow Ribbon,1949-01-01,2700000.00,103,
Shenandoah,1965-01-01,17268889.00,105,
Sherlock Holmes,2009-01-01,524000000.00,129,
Shine,1996-01-01,36000000.00,105,
Ship of Fools,1965-01-01,3500000.00,150,
Shirley Valentine,1989-01-01,38000000.00,108,
Shoeshine,1946-01-01,34677.00,93,
Shok,2015-01-01,,21,
Shoplifters,2018-01-01,72600000.00,121,
Short Cuts,1993-01-01,6100000.00,188,
Should Wives Work?,1937-01-01,,20,
Show Boat,1951-01-01,7621000.00,107,
Shrek,2001-01-01,492500000.00,90,
Shrek 2,2004-01-01,935500000.00,92,
Sicario,2015-01-01,85000000.00,121,
Sicko,2007-01-01,36000000.00,123,
Sideways,2004-01-01,109700000.00,127,
Siege,1940-01-01,,10,
Sign of the Cross,1932-01-01,2738993.00,125,
Silence,2016-01-01,24000000.00,161,
Silent Nights,2017-01-01,,30,
Silkwood,1983-01-01,35600000.00,131,
Silver into Gold,1987-01-01,,,
Silver Linings Playbook,2012-01-01,236400000.00,122,
Silver Queen,1942-01-01,,80,
Silver Streak,1976-01-01,51100000.00,114,
Silverado,1985-01-01,32192570.00,133,
Since You Went Away,1944-01-01,7000000.00,177,
Sing,2016-01-01,,25,
Sing Sing,2023-01-01,5100000.00,105,
Sing Your Way Home,1945-01-01,,72,
"Sing, Baby, Sing",1936-01-01,1000000.00,90,
Sing!,2001-01-01,,36,
Singin' in the Rain,1952-01-01,7200000.00,103,
Singing Guns,1950-01-01,,91,
Sis Hopkins,1941-01-01,,99,
Sister,2018-01-01,,8,
Sister Kenny,1946-01-01,,116,
Sister Rose's Passion,2004-01-01,,39,
Sisyphus,1974-01-01,,,
Sitting Pretty,1948-01-01,3550000.00,83,
Six Degrees of Separation,1993-01-01,6400000.00,112,
Six Shooter,2004-01-01,,27,
Skaterdater,1965-01-01,,18,
Skin,2018-01-01,,20,
Skippy,1931-01-01,,85,
Sky Above and Mud Beneath,1961-01-01,1100000.00,92,
Skyfall,2012-01-01,1109000000.00,143,
Skylark,1941-01-01,,94,
Skyscraper,1928-01-01,,68,
Sleepers,1996-01-01,165600000.00,147,
Sleeping Beauty,1959-01-01,51600000.00,75,
Sleepless in Seattle,1993-01-01,227900000.00,105,
Sleepy Hollow,1999-01-01,207100000.00,106,
Sleuth,1972-01-01,5750000.00,138,
Sling Blade,1996-01-01,34100000.00,135,
Slumdog Millionaire,2008-01-01,378400000.00,120,
Small Town Girl,1953-01-01,2127000.00,92,
Smart Money,1931-01-01,,81,
"Smash-Up, the Story of a Woman",1947-01-01,2301555.00,103,
Smile Pinki,2008-01-01,,39,
Smilin' Through,1932-01-01,2033000.00,98,
Smokey and the Bandit,1977-01-01,127000000.00,96,
Snow,1963-01-01,,8,
Snow Capers,1948-01-01,,,
Snow Falling on Cedars,1999-01-01,23049593.00,127,
Snow White and the Huntsman,2012-01-01,396600000.00,127,
Snow White and the Seven Dwarfs,1937-01-01,418000000.00,83,
Snows of Aorangi,1958-01-01,,19,
So Dear to My Heart,1948-01-01,3700000.00,82,
So Ends Our Night,1941-01-01,,117,
So Much for So Little,1949-01-01,,10,
So Proudly We Hail!,1943-01-01,3000000.00,126,
So This Is Harris!,1933-01-01,,28,
So This Is Washington,1943-01-01,,64,
So You Think You're Not Guilty,1950-01-01,,10,
So You Want to Be in Pictures,1947-01-01,,11,
Society of the Snow,2023-01-01,,144,
Soldiers in Hiding,1985-01-01,,53,
Soldiers of the Sky,1941-01-01,,10,
Solo: A Star Wars Story,2018-01-01,393200000.00,135,
Solomon & Gaenor,1999-01-01,165485.00,105,
Some Came Running,1958-01-01,6000000.00,136,
Some Like It Hot,1959-01-01,49000000.00,121,
Somebody Up There Likes Me,1956-01-01,3360000.00,114,
Somebody Waiting,1971-01-01,,,
Something to Shout About,1943-01-01,,90,
Something to Sing About,1937-01-01,,93,
Something's Gotta Give,2003-01-01,266700000.00,128,
Sometimes a Great Notion,1971-01-01,4000000.00,113,
Somewhere in Time,1980-01-01,9700000.00,103,
Son of Paleface,1952-01-01,3400000.00,95,
Son of Saul,2015-01-01,9700000.00,107,
Son of the Bride,2001-01-01,8597323.00,123,
Song of the Flame,1930-01-01,,70,
Song of the Open Road,1944-01-01,,93,
Song of the Sea,2014-01-01,9300000.00,94,
Song of the South,1946-01-01,65000000.00,94,
Song Without End,1960-01-01,1500000.00,141,
Songwriter,1984-01-01,865915.00,94,
Sons and Lovers,1960-01-01,1500000.00,103,
Sons of Liberty,1939-01-01,,20,
Sophie Scholl – The Final Days,2005-01-01,13900000.00,117,
Sophie's Choice,1982-01-01,30000000.00,151,
Sorcerer,1977-01-01,5900000.00,121,
Sorrell and Son,1927-01-01,,10,
"Sorry, Wrong Number",1948-01-01,2800000.00,89,
Soul,2020-01-01,122200000.00,101,
Souls at Sea,1937-01-01,,92,
Sound and Fury,2000-01-01,,80,
Sound of Metal,2019-01-01,516520.00,120,
Sounder,1972-01-01,16900000.00,105,
Soundtrack to a Coup d'Etat,2024-01-01,411517.00,150,
South Pacific,1958-01-01,17500000.00,157,
"South Park: Bigger, Longer & Uncut",1999-01-01,83100000.00,81,
Space Cowboys,2000-01-01,128900000.00,130,
Spaces: The Architecture of Paul Rudolph,1983-01-01,,29,
Spartacus,1960-01-01,60000000.00,197,
Spawn of the North,1938-01-01,,110,
Speaking in Strings,1999-01-01,6859.00,73,
Speaking of Animals and Their Families,1942-01-01,,8,
Special Delivery,1978-01-01,,7,
Special Effects: Anything Can Happen,1996-01-01,,40,
Spectre,2015-01-01,880700000.00,148,
Speed,1994-01-01,350400000.00,116,
Speedy,1928-01-01,,86,
Speedy Gonzales,1955-01-01,,645,
Spellbound,1945-01-01,6400000.00,111,
Spellbound,2002-01-01,,97,
Spencer,2021-01-01,25200000.00,117,
Spider-Man,2002-01-01,825800000.00,121,
Spider-Man 2,2004-01-01,795900000.00,127,
Spider-Man: Across the Spider-Verse,2023-01-01,690800000.00,140,
Spider-Man: Into the Spider-Verse,2018-01-01,394000000.00,117,
Spider-Man: No Way Home,2021-01-01,1953000000.00,148,
Spirit: Stallion of the Cimarron,2002-01-01,122600000.00,83,
Spirited Away,2001-01-01,396000000.00,125,
Splash,1984-01-01,69800000.00,111,
Splendor in the Grass,1961-01-01,4000000.00,124,
Spotlight,2015-01-01,98700000.00,129,
Spring Parade,1940-01-01,2000000.00,89,
Squash,2002-01-01,,27,
Squatter's Rights,1946-01-01,,7,
Squires of San Quentin,1978-01-01,,30,
Sredni Vashtar,1981-01-01,,,
St. Louis Superman,2019-01-01,,28,
Stage Door,1937-01-01,1762000.00,92,
Stage Door Canteen,1943-01-01,4350000.00,132,
Stagecoach,1939-01-01,1103757.00,96,
Stagecoach to Fury,1956-01-01,600000.00,76,
Stairway to Light,1945-01-01,,10,
Stalag 17,1953-01-01,10000000.00,120,
Stand and Deliver,1988-01-01,13900000.00,102,
Stand By for Action,1942-01-01,3200000.00,109,
Stand by Me,1986-01-01,52300000.00,89,
Star in the Night,1945-01-01,,22,
Star Spangled Rhythm,1942-01-01,3850000.00,99,
Star Trek,2009-01-01,385700000.00,127,
Star Trek Beyond,2016-01-01,343500000.00,122,
Star Trek Into Darkness,2013-01-01,467400000.00,132,
Star Trek IV: The Voyage Home,1986-01-01,133000000.00,122,
Star Trek VI: The Undiscovered Country,1991-01-01,96800000.00,110,
Star Trek: First Contact,1996-01-01,146000000.00,111,
Star Trek: The Motion Picture,1979-01-01,139000000.00,132,
Star Wars,1977-01-01,775400000.00,121,
Star Wars Episode V: The Empire Strikes Back,1980-01-01,538.00,124,
Star Wars Episode VII: The Force Awakens,2015-01-01,2070000000.00,138,
Star Wars Episode VIII: The Last Jedi,2017-01-01,1334000000.00,152,
Star Wars: Episode I – The Phantom Menace,1999-01-01,1047000000.00,134,
Star Wars: Episode II – Attack of the Clones,2002-01-01,653800000.00,142,
Star Wars: Episode III – Revenge of the Sith,2005-01-01,868400000.00,140,
Star Wars: The Rise of Skywalker,2019-01-01,1077000000.00,142,
Star!,1968-01-01,4000000.00,175,
Starman,1984-01-01,28700000.00,115,
Starship Troopers,1997-01-01,121000000.00,129,
Starting Over,1979-01-01,35649012.00,105,
State Fair,1933-01-01,1208000.00,97,
State Fair,1945-01-01,4000000.00,100,
Steel Magnolias,1989-01-01,96800000.00,118,
Stella Dallas,1937-01-01,2000000.00,106,
Step Lively,1944-01-01,,88,
Steve Jobs,2015-01-01,34400000.00,122,
Still Alice,2014-01-01,44800000.00,101,
Still Kicking: The Fabulous Palm Springs Follies,1997-01-01,,39,
Stolen Kisses,1968-01-01,1500000.00,91,
Stop Look and Listen,1967-01-01,,105,
Stop the World – I Want to Get Off,1966-01-01,,,
Storm Over Bengal,1938-01-01,,65,
Stout Hearts and Willing Hands,1931-01-01,,20,
Straight from the Heart,1994-01-01,,24,
Straight Outta Compton,2015-01-01,201600000.00,147,
Strange Fruit,1979-01-01,,,
Strange Invaders,2002-01-01,,8,
Stranger at the Gate,2022-01-01,,29,
Strangers No More,2010-01-01,,40,
Strangers on a Train,1951-01-01,7000000.00,101,
Strategic Air Command,1955-01-01,6500000.00,114,
Straw Dogs,1971-01-01,8000000.00,117,
Strawberry and Chocolate,1994-01-01,,108,
Street Angel,1928-01-01,1700000.00,102,
Street Fight,2005-01-01,4779.00,83,
Street of Chance,1930-01-01,,76,
Street Smart,1987-01-01,1119112.00,97,
Streetwise,1984-01-01,,91,
Strike Up the Band,1940-01-01,3494000.00,120,
Strikes and Spares,1934-01-01,,9,
Strings,1991-01-01,,,
Strong Island,2017-01-01,,107,
Stuart Little,1999-01-01,300100000.00,84,
Stubble Trouble,2000-01-01,,,
Stutterer,2015-01-01,,12,
Sudden Fear,1952-01-01,1650000.00,110,
"Suddenly, Last Summer",1959-01-01,9000000.00,114,
Suez,1938-01-01,,104,
Sugarcane,2024-01-01,121581.00,107,
Suicide Squad,2016-01-01,749200000.00,123,
Sully,2016-01-01,240800000.00,96,
Summer and Smoke,1961-01-01,,118,
Summer of '42,1971-01-01,32100000.00,104,
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021-01-01,3700000.00,117,
Summer Storm,1944-01-01,1250000.00,106,
"Summer Wishes, Winter Dreams",1973-01-01,,93,
Summertime,1955-01-01,4.00,100,
Sun Come Up,2010-01-01,,38,
Sun Valley Serenade,1941-01-01,2250000.00,86,
Sunbonnet Sue,1945-01-01,,89,
Sundae in New York,1983-01-01,,4,
Sunday,2011-01-01,,10,
